device_id,brand,model,original_price,release_year,purchase_year,age_months,num_defects,defect_ids,defect_names,has_screen_damage,has_water_damage,has_battery_issue,has_physical_damage,has_critical_defect,total_severity_score,avg_severity_score,total_repair_cost,condition_score,condition_grade,base_price_after_depreciation,resale_price
DEV_01041,Apple,iPhone 13,79900,2021,2021,38,2,"PHY001,BAT001","Physical Dent,Battery Drain",0,0,1,1,0,10,5.0,4500,4.76,D,50603,29900
DEV_01042,Samsung,Galaxy S22,72999,2022,2021,38,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.77,C,46232,35100
DEV_01043,Samsung,Galaxy Note 20,79999,2020,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.34,A,48666,49700
DEV_01044,OnePlus,OnePlus Nord 3,33999,2023,2022,30,3,"BAT001,WTR001,BTN001","Battery Drain,Water Damage,Button Damage",0,1,1,1,1,19,6.33,11500,4.13,D,23799,6200
DEV_01045,Apple,iPhone 14 Pro,129900,2022,2024,12,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.39,D,110415,72200
DEV_01046,HP,Pavilion 15,58990,2022,2021,39,2,"PHY001,BAT002","Physical Dent,Battery Swelling",0,0,1,1,1,14,7.0,5000,2.72,F,36868,13100
DEV_01047,Apple,iPhone 12,65900,2020,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.2,A,40089,40100
DEV_01048,Apple,MacBook Pro 14,194900,2021,2024,8,2,"KEY001,CHG001","Keyboard Malfunction,Charging Port Issue",0,0,0,0,0,11,5.5,4000,4.49,D,175410,103600
DEV_01049,Samsung,Galaxy Note 20,79999,2020,2022,30,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,55999,16200
DEV_01050,Apple,MacBook Pro 14,194900,2021,2023,16,2,"PHY002,PHY001","Back Panel Damage,Physical Dent",0,0,0,1,0,9,4.5,4500,5.64,C,159168,103300
DEV_01051,Samsung,Galaxy Z Fold 4,159999,2022,2023,16,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.99,C,130665,107400
DEV_01052,OnePlus,OnePlus 10 Pro,66999,2022,2021,43,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,1.31,F,39641,19000
DEV_01053,Samsung,Galaxy S23 Ultra,124999,2023,2022,32,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,3.44,D,85415,53900
DEV_01054,Dell,Latitude 5420,75990,2021,2021,47,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,7.25,B,42427,35900
DEV_01055,Samsung,Galaxy Book2 360,109990,2022,2024,12,2,"KEY001,HNG001","Keyboard Malfunction,Broken Hinge",0,0,0,1,0,13,6.5,6000,3.87,D,93491,46400
DEV_01056,Samsung,Galaxy Book2 360,109990,2022,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.17,A,89825,88500
DEV_01057,HP,Pavilion 15,58990,2022,2021,42,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.88,A,35394,34800
DEV_01058,OnePlus,OnePlus 10 Pro,66999,2022,2022,35,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.67,C,44107,37300
DEV_01059,OnePlus,OnePlus Nord 3,33999,2023,2022,36,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.5,D,22099,14600
DEV_01060,Samsung,Galaxy Book2 360,109990,2022,2021,38,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.88,A,69660,68500
DEV_01061,Apple,iPhone SE,42500,2020,2021,40,2,"WTR001,BAT001","Water Damage,Battery Drain",0,1,1,0,1,16,8.0,10500,1.53,F,26208,6200
DEV_01062,OnePlus,OnePlus Nord 3,33999,2023,2022,35,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.46,D,22382,15400
DEV_01063,Lenovo,IdeaPad Slim 3,42990,2021,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.94,A,41915,43500
DEV_01064,Samsung,Galaxy A54,38999,2023,2021,37,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.23,B,25024,21500
DEV_01065,Apple,iPhone 14 Pro,129900,2022,2023,13,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.7,F,109332,62700
DEV_01066,Apple,iPhone 13,79900,2021,2024,9,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.61,A,70911,66700
DEV_01067,Apple,iPhone 14 Pro,129900,2022,2023,22,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,6.49,C,99589,78900
DEV_01068,Dell,Latitude 5420,75990,2021,2023,23,4,"DSP001,KEY001,PHY001,BAT001","Display Flickering,Keyboard Malfunction,Physical Dent,Battery Drain",1,0,1,1,0,22,5.5,10500,4.36,D,57625,21700
DEV_01069,Samsung,Galaxy A54,38999,2023,2024,4,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.29,F,37049,21900
DEV_01070,OnePlus,OnePlus Nord 3,33999,2023,2022,29,3,"KEY001,BAT001,PHY002","Keyboard Malfunction,Battery Drain,Back Panel Damage",0,0,1,1,0,17,5.67,7500,4.65,D,24082,11800
DEV_01071,OnePlus,OnePlus 10 Pro,66999,2022,2022,32,2,"WTR001,BAT002","Water Damage,Battery Swelling",0,1,1,0,1,20,10.0,11000,0.0,F,45782,6700
DEV_01072,HP,Envy 13,84990,2021,2022,25,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.3,D,63034,40300
DEV_01073,Samsung,Galaxy Book2 360,109990,2022,2024,4,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.99,D,104490,69200
DEV_01074,OnePlus,OnePlus 10 Pro,66999,2022,2024,6,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.67,D,61974,46100
DEV_01075,OnePlus,OnePlus 11,56999,2023,2024,10,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.52,C,49874,39000
DEV_01076,Apple,MacBook Air M2,119900,2022,2023,20,2,"DSP001,BAT001","Display Flickering,Battery Drain",1,0,1,0,0,12,6.0,6000,4.03,D,93921,48500
DEV_01077,Dell,Latitude 5420,75990,2021,2022,31,2,"DSP001,HNG001","Display Flickering,Broken Hinge",1,0,0,1,0,13,6.5,7000,3.29,D,52559,26600
DEV_01078,Lenovo,ThinkPad X1,124990,2022,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.72,A,69786,70100
DEV_01079,Samsung,Galaxy S22,72999,2022,2021,40,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.1,C,45016,31100
DEV_01080,Dell,Latitude 5420,75990,2021,2024,2,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.44,D,74090,49400
DEV_01081,Samsung,Galaxy Book2 360,109990,2022,2024,12,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.63,A,93491,88700
DEV_01082,Apple,MacBook Air M2,119900,2022,2023,19,2,"BAT002,KEY001","Battery Swelling,Keyboard Malfunction",0,0,1,0,1,16,8.0,5500,2.06,F,94920,30100
DEV_01083,Samsung,Galaxy Z Fold 4,159999,2022,2024,5,2,"HNG001,BTN001","Broken Hinge,Button Damage",0,0,0,1,0,10,5.0,4500,4.62,D,149999,88300
DEV_01084,OnePlus,OnePlus Nord 3,33999,2023,2022,28,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.57,D,24365,15800
DEV_01085,HP,EliteBook 840,95990,2022,2023,18,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.12,A,76792,71200
DEV_01086,Apple,iPhone 13,79900,2021,2021,39,3,"BTN001,WTR001,CAM001","Button Damage,Water Damage,Camera Defect",0,1,0,1,1,18,6.0,12000,4.34,D,49937,13000
DEV_01087,Apple,iPhone 13,79900,2021,2021,42,2,"PHY002,OVR001","Back Panel Damage,Overheating",0,0,0,1,1,13,6.5,4500,3.71,D,47940,23700
DEV_01088,Samsung,Galaxy S22,72999,2022,2024,12,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.66,A,62049,61000
DEV_01089,Apple,MacBook Pro 14,194900,2021,2022,25,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.82,A,144550,145700
DEV_01090,Apple,iPhone 11,54900,2019,2021,42,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.75,A,32940,33400
DEV_01091,Apple,iPhone 12,65900,2020,2022,35,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.16,A,43384,42300
DEV_01092,Dell,Latitude 5420,75990,2021,2022,36,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.38,A,49393,47700
DEV_01093,Samsung,Galaxy Z Fold 4,159999,2022,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.21,A,97332,99200
DEV_01094,Samsung,Galaxy A54,38999,2023,2022,33,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,3.56,D,26324,17100
DEV_01095,HP,Pavilion 15,58990,2022,2021,46,2,"SCR002,BAT002","Screen Scratch,Battery Swelling",1,0,1,0,1,13,6.5,3000,3.46,D,33427,11900
DEV_01096,Apple,iPhone 11,54900,2019,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,10.0,A,39802,41200
DEV_01097,Lenovo,ThinkPad X1,124990,2022,2024,6,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.51,A,115615,118500
DEV_01098,Apple,iPhone 14 Pro,129900,2022,2024,9,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.18,C,115286,84400
DEV_01099,HP,Envy 13,84990,2021,2024,7,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.2,A,77553,73000
DEV_01100,OnePlus,OnePlus 10 Pro,66999,2022,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.24,A,42991,40200
DEV_01101,Samsung,Galaxy S22,72999,2022,2023,13,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.15,F,61440,21000
DEV_01102,Samsung,Galaxy A54,38999,2023,2021,38,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.65,A,24699,24300
DEV_01103,Dell,Latitude 5420,75990,2021,2021,47,2,"BTN001,HNG001","Button Damage,Broken Hinge",0,0,0,1,0,10,5.0,4500,4.76,D,42427,25600
DEV_01104,Samsung,Galaxy S22,72999,2022,2023,21,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.1,B,56574,46600
DEV_01105,Samsung,Galaxy S23 Ultra,124999,2023,2021,42,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.62,D,74999,52900
DEV_01106,Samsung,Galaxy A54,38999,2023,2022,29,3,"BAT001,HNG001,SCR002","Battery Drain,Broken Hinge,Screen Scratch",1,0,1,1,0,16,5.33,6000,4.97,D,27624,13900
DEV_01107,OnePlus,OnePlus 10 Pro,66999,2022,2022,33,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.63,A,45224,46300
DEV_01108,OnePlus,OnePlus Nord 3,33999,2023,2021,42,2,"AUD001,CAM001","Audio Issues,Camera Defect",0,0,0,0,0,9,4.5,4500,5.51,C,20399,13300
DEV_01109,OnePlus,OnePlus 11,56999,2023,2023,15,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.71,A,47024,47800
DEV_01110,Samsung,Galaxy A54,38999,2023,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.61,A,35099,35400
DEV_01111,Lenovo,ThinkPad X1,124990,2022,2023,20,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.73,D,97908,71700
DEV_01112,Dell,XPS 13,99990,2022,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.15,A,97490,98100
DEV_01113,HP,Pavilion 15,58990,2022,2023,23,2,"KEY001,BAT002","Keyboard Malfunction,Battery Swelling",0,0,1,0,1,16,8.0,5500,1.77,F,44734,13600
DEV_01114,Samsung,Galaxy Z Fold 4,159999,2022,2023,14,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.65,A,133332,127900
DEV_01115,Samsung,Galaxy Book Pro,89990,2021,2022,32,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.75,A,61493,59200
DEV_01116,Samsung,Galaxy Z Fold 4,159999,2022,2024,12,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.28,A,135999,136400
DEV_01117,Apple,MacBook Pro 14,194900,2021,2024,11,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.36,C,168101,126800
DEV_01118,Apple,MacBook Pro 14,194900,2021,2023,16,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,7.02,B,159168,131900
DEV_01119,HP,EliteBook 840,95990,2022,2021,42,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.32,B,57594,49800
DEV_01120,OnePlus,OnePlus Nord 3,33999,2023,2023,20,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.61,A,26632,26900
DEV_01121,Samsung,Galaxy Note 20,79999,2020,2024,7,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.09,A,72999,70700
DEV_01122,Samsung,Galaxy Note 20,79999,2020,2021,45,2,"CHG001,OVR001","Charging Port Issue,Overheating",0,0,0,0,1,13,6.5,3500,3.57,D,45999,24500
DEV_01123,HP,Envy 13,84990,2021,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.47,A,68700,70700
DEV_01124,Lenovo,ThinkPad X1,124990,2022,2022,25,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.66,A,92700,87600
DEV_01125,Samsung,Galaxy Z Fold 4,159999,2022,2023,14,2,"BTN001,AUD001","Button Damage,Audio Issues",0,0,0,1,0,7,3.5,2500,6.6,C,133332,94800
DEV_01126,Samsung,Galaxy S22,72999,2022,2024,9,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,64786,22200
DEV_01127,OnePlus,OnePlus 10 Pro,66999,2022,2021,49,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.07,A,36291,34700
DEV_01128,Samsung,Galaxy Book Pro,89990,2021,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.29,A,57743,58600
DEV_01129,Dell,XPS 13,99990,2022,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.81,A,59160,61300
DEV_01130,HP,EliteBook 840,95990,2022,2024,5,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.37,A,89990,88900
DEV_01131,Lenovo,IdeaPad Slim 3,42990,2021,2023,15,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.87,A,35466,33600
DEV_01132,Samsung,Galaxy S23 Ultra,124999,2023,2022,28,4,"AUD001,SCR002,OVR001,WTR001","Audio Issues,Screen Scratch,Overheating,Water Damage",1,1,0,0,1,25,6.25,11500,3.92,D,89582,18400
DEV_01133,Apple,iPhone 12,65900,2020,2021,43,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.93,D,38990,28700
DEV_01134,Apple,MacBook Air M2,119900,2022,2022,25,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,88925,25600
DEV_01135,Dell,Latitude 5420,75990,2021,2021,46,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.5,A,43061,44300
DEV_01136,Dell,Latitude 5420,75990,2021,2022,35,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.79,A,50026,47500
DEV_01137,Lenovo,ThinkPad X1,124990,2022,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.89,A,88534,92200
DEV_01138,Apple,iPhone 12,65900,2020,2024,6,2,"CHG001,PHY002","Charging Port Issue,Back Panel Damage",0,0,0,1,0,10,5.0,4000,4.98,D,60957,36800
DEV_01139,HP,Pavilion 15,58990,2022,2022,32,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.29,A,40309,38600
DEV_01140,Samsung,Galaxy Note 20,79999,2020,2024,6,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.29,A,73999,72700
DEV_01141,Lenovo,IdeaPad Slim 3,42990,2021,2021,38,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.53,D,27227,20100
DEV_01142,Apple,iPhone 11,54900,2019,2022,32,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.2,F,37515,12700
DEV_01143,Samsung,Galaxy A54,38999,2023,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.25,A,23074,21800
DEV_01144,Lenovo,IdeaPad Slim 3,42990,2021,2022,30,2,"BAT002,BAT001","Battery Swelling,Battery Drain",0,0,1,0,1,16,8.0,5500,1.92,F,30092,9300
DEV_01145,Samsung,Galaxy Z Fold 4,159999,2022,2021,49,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,86666,23100
DEV_01146,Samsung,Galaxy A54,38999,2023,2023,20,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.55,F,30549,17900
DEV_01147,OnePlus,OnePlus 10 Pro,66999,2022,2022,30,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.92,D,46899,31500
DEV_01148,Apple,MacBook Pro 14,194900,2021,2022,31,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.26,F,134805,37300
DEV_01149,Samsung,Galaxy A54,38999,2023,2022,26,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.44,A,28599,27200
DEV_01150,HP,EliteBook 840,95990,2022,2024,7,4,"WTR001,CAM001,BTN001,SCR002","Water Damage,Camera Defect,Button Damage,Screen Scratch",1,1,0,1,1,21,5.25,12000,4.68,D,87590,22000
DEV_01151,Samsung,Galaxy Z Fold 4,159999,2022,2023,14,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.29,D,133332,84700
DEV_01152,Samsung,Galaxy S22,72999,2022,2022,33,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.13,A,49274,49300
DEV_01153,HP,EliteBook 840,95990,2022,2023,13,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.84,F,80791,39000
DEV_01154,Samsung,Galaxy A54,38999,2023,2024,1,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,7.47,B,38511,33300
DEV_01155,Samsung,Galaxy S23 Ultra,124999,2023,2024,12,2,"WTR001,DSP001","Water Damage,Display Flickering",1,1,0,0,1,16,8.0,11500,1.82,F,106249,25900
DEV_01156,Samsung,Galaxy A54,38999,2023,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.65,A,27624,27700
DEV_01157,Samsung,Galaxy S23 Ultra,124999,2023,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.26,A,73957,75100
DEV_01158,Samsung,Galaxy S22,72999,2022,2024,2,2,"BAT002,PHY002","Battery Swelling,Back Panel Damage",0,0,1,1,1,15,7.5,5500,2.16,F,71174,23800
DEV_01159,HP,Pavilion 15,58990,2022,2022,31,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.28,F,40801,14900
DEV_01160,Apple,iPhone 14 Pro,129900,2022,2023,14,2,"BTN001,BAT002","Button Damage,Battery Swelling",0,0,1,1,1,13,6.5,4000,3.48,D,108250,42000
DEV_01161,Samsung,Galaxy A54,38999,2023,2023,20,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.73,A,30549,29900
DEV_01162,Dell,XPS 13,99990,2022,2022,30,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.77,A,69993,66300
DEV_01163,Lenovo,IdeaPad Slim 3,42990,2021,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.19,A,35108,34600
DEV_01164,Dell,Inspiron 15,54990,2021,2023,23,3,"HNG001,SCR001,CAM001","Broken Hinge,Cracked Screen,Camera Defect",1,0,0,1,1,21,7.0,10500,2.93,F,41700,13900
DEV_01165,Samsung,Galaxy Note 20,79999,2020,2023,24,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.92,A,59999,62700
DEV_01166,OnePlus,OnePlus 11,56999,2023,2022,29,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.14,C,40374,28900
DEV_01167,Samsung,Galaxy S22,72999,2022,2024,2,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,71174,25000
DEV_01168,HP,EliteBook 840,95990,2022,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.36,A,55194,53700
DEV_01169,Samsung,Galaxy S23 Ultra,124999,2023,2023,20,2,"KEY001,PHY001","Keyboard Malfunction,Physical Dent",0,0,0,1,0,10,5.0,4500,5.06,C,97915,60700
DEV_01170,HP,Envy 13,84990,2021,2023,14,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.16,A,70825,68800
DEV_01171,Samsung,Galaxy S23 Ultra,124999,2023,2021,46,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.96,A,70832,70300
DEV_01172,Samsung,Galaxy Book Pro,89990,2021,2024,10,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.15,F,78741,21900
DEV_01173,Dell,Inspiron 15,54990,2021,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.47,A,33452,33100
DEV_01174,Lenovo,IdeaPad Slim 3,42990,2021,2021,43,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.96,D,25435,19200
DEV_01175,Samsung,Galaxy Z Fold 4,159999,2022,2021,45,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.85,F,91999,49700
DEV_01176,Apple,iPhone SE,42500,2020,2024,3,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.53,A,40906,39600
DEV_01177,HP,EliteBook 840,95990,2022,2023,20,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.61,C,75192,59400
DEV_01178,Dell,Inspiron 15,54990,2021,2023,24,2,"PHY001,AUD001","Physical Dent,Audio Issues",0,0,0,1,0,8,4.0,3500,6.45,C,41242,30500
DEV_01179,Apple,iPhone 11,54900,2019,2021,41,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.09,B,33397,28900
DEV_01180,OnePlus,OnePlus 10 Pro,66999,2022,2023,18,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.1,F,53599,32100
DEV_01181,Samsung,Galaxy Z Fold 4,159999,2022,2021,38,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.06,C,101332,76600
DEV_01182,OnePlus,OnePlus Nord 3,33999,2023,2021,43,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.09,F,20116,11600
DEV_01183,OnePlus,OnePlus 11,56999,2023,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.33,A,45124,42500
DEV_01184,OnePlus,OnePlus 11,56999,2023,2022,32,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.26,A,38949,37500
DEV_01185,Apple,iPhone 13,79900,2021,2024,2,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.82,C,77902,63700
DEV_01186,Lenovo,IdeaPad Slim 3,42990,2021,2021,40,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.18,C,26510,19700
DEV_01187,HP,EliteBook 840,95990,2022,2024,4,2,"CHG001,BAT001","Charging Port Issue,Battery Drain",0,0,1,0,0,11,5.5,4000,4.87,D,91190,54700
DEV_01188,Samsung,Galaxy Z Fold 4,159999,2022,2024,10,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.51,A,139999,139300
DEV_01189,OnePlus,OnePlus 10 Pro,66999,2022,2024,2,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.72,F,65324,37700
DEV_01190,Dell,Inspiron 15,54990,2021,2022,29,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.97,F,38951,22000
DEV_01191,Apple,iPhone 14 Pro,129900,2022,2023,18,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.19,A,103920,97600
DEV_01192,Lenovo,ThinkPad X1,124990,2022,2022,28,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.75,A,89576,87000
DEV_01193,HP,EliteBook 840,95990,2022,2023,21,3,"CHG001,AUD001,KEY001","Charging Port Issue,Audio Issues,Keyboard Malfunction",0,0,0,0,0,15,5.0,5500,4.7,D,74392,39500
DEV_01194,Dell,XPS 13,99990,2022,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.56,A,60827,59100
DEV_01195,Samsung,Galaxy A54,38999,2023,2024,4,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.4,A,37049,35000
DEV_01196,Samsung,Galaxy Z Fold 4,159999,2022,2022,26,4,"HNG001,SCR001,PHY001,WTR001","Broken Hinge,Cracked Screen,Physical Dent,Water Damage",1,1,0,1,1,30,7.5,17500,2.24,F,117332,16800
DEV_01197,Dell,XPS 13,99990,2022,2023,16,2,"BAT001,WTR001","Battery Drain,Water Damage",0,1,1,0,1,16,8.0,10500,2.09,F,81658,21100
DEV_01198,Dell,Inspiron 15,54990,2021,2023,13,0,NONE,NONE,0,0,0,0,0,0,0.0,0,10.0,A,46283,46700
DEV_01199,OnePlus,OnePlus 10 Pro,66999,2022,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.36,A,48574,47500
DEV_01200,Dell,Latitude 5420,75990,2021,2022,34,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,50660,14200
DEV_01201,Samsung,Galaxy S22,72999,2022,2021,40,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,45016,12300
DEV_01202,Samsung,Galaxy S23 Ultra,124999,2023,2022,35,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.13,C,82291,60500
DEV_01203,Dell,XPS 13,99990,2022,2022,31,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.78,A,69159,70900
DEV_01204,Dell,Inspiron 15,54990,2021,2021,47,3,"AUD001,SCR001,HNG001","Audio Issues,Cracked Screen,Broken Hinge",1,0,0,1,1,20,6.67,9000,2.86,F,30702,11200
DEV_01205,Dell,Inspiron 15,54990,2021,2024,3,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.47,F,52927,15700
DEV_01206,Samsung,Galaxy Note 20,79999,2020,2024,7,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.69,A,72999,71700
DEV_01207,Lenovo,IdeaPad Slim 3,42990,2021,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.83,A,31167,32400
DEV_01208,Dell,Latitude 5420,75990,2021,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.49,A,42427,43000
DEV_01209,HP,Envy 13,84990,2021,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.91,A,67283,64500
DEV_01210,HP,Envy 13,84990,2021,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.18,A,47452,46000
DEV_01211,Apple,iPhone 14 Pro,129900,2022,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.92,A,72527,72400
DEV_01212,HP,Envy 13,84990,2021,2023,20,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.7,A,66575,69200
DEV_01213,HP,Pavilion 15,58990,2022,2022,26,3,"SCR002,PHY001,OVR001","Screen Scratch,Physical Dent,Overheating",1,0,0,1,1,15,5.0,4000,4.66,D,43259,22300
DEV_01214,Apple,iPhone 13,79900,2021,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.25,A,44610,43900
